date,id_coord,plume,set,lat,lon,coord_x,coord_y,path
20230124,id_3534,yes,train,-26.63,29.0225,36,50,images/plume/20230124_methane_mixing_ratio_id_3534
20230228,id_8446,yes,train,22.930625,72.536875,7,-8,images/plume/20230228_methane_mixing_ratio_id_8446
20230111,id_2146,yes,train,35.11,40.5225,51,36,images/plume/20230111_methane_mixing_ratio_id_2146
20230228,id_6084,yes,train,26.756666666666664,80.97333333333334,28,53,images/plume/20230228_methane_mixing_ratio_id_6084
20230102,id_4928,yes,train,38.63363636363636,54.23636363636364,17,4,images/plume/20230102_methane_mixing_ratio_id_4928
20230103,id_2884,yes,train,23.565,90.765,51,10,images/plume/20230103_methane_mixing_ratio_id_2884
20230321,id_0013,yes,train,37.71666666666667,61.73666666666666,44,30,images/plume/20230321_methane_mixing_ratio_id_0013
20230211,id_2774,yes,train,18.666666666666668,73.74166666666666,60,28,images/plume/20230211_methane_mixing_ratio_id_2774
20230117,id_6675,yes,train,31.52875,74.330625,22,48,images/plume/20230117_methane_mixing_ratio_id_6675
20230125,id_0080,yes,train,23.21333333333333,90.78,60,16,images/plume/20230125_methane_mixing_ratio_id_0080
20230305,id_4129,yes,train,30.112,71.57000000000001,60,58,images/plume/20230305_methane_mixing_ratio_id_4129
20230226,id_0013,yes,train,37.71666666666667,61.73666666666666,44,39,images/plume/20230226_methane_mixing_ratio_id_0013
20230112,id_6546,yes,train,21.06,84.93666666666667,56,2,images/plume/20230112_methane_mixing_ratio_id_6546
20230210,id_6551,yes,train,21.19,72.79666666666667,53,6,images/plume/20230210_methane_mixing_ratio_id_6551
20230111,id_8446,yes,train,22.930625,72.536875,4,2,images/plume/20230111_methane_mixing_ratio_id_8446
20230312,id_6464,yes,train,27.0075,81.03999999999999,21,-3,images/plume/20230312_methane_mixing_ratio_id_6464
20230108,id_7026,yes,train,33.835,113.45,22,67,images/plume/20230108_methane_mixing_ratio_id_7026
20230102,id_1465,yes,train,23.83333333333333,90.46,44,61,images/plume/20230102_methane_mixing_ratio_id_1465
20230217,id_8446,yes,train,22.930625,72.536875,4,1,images/plume/20230217_methane_mixing_ratio_id_8446
20230214,id_6426,yes,train,23.65,86.5575,50,54,images/plume/20230214_methane_mixing_ratio_id_6426
20230123,id_1988,yes,train,22.045,83.74000000000001,30,6,images/plume/20230123_methane_mixing_ratio_id_1988
20230219,id_0438,yes,train,36.66333333333333,109.86333333333334,9,38,images/plume/20230219_methane_mixing_ratio_id_0438
20230304,id_8970,yes,train,31.4,-103.415,27,34,images/plume/20230304_methane_mixing_ratio_id_8970
20230210,id_0080,yes,train,23.21333333333333,90.78,62,5,images/plume/20230210_methane_mixing_ratio_id_0080
20230402,id_6675,yes,train,31.52875,74.330625,24,38,images/plume/20230402_methane_mixing_ratio_id_6675
20230303,id_6245,yes,train,23.55,90.745,52,8,images/plume/20230303_methane_mixing_ratio_id_6245
20230302,id_9482,yes,train,23.95375,90.21875,38,50,images/plume/20230302_methane_mixing_ratio_id_9482
20230123,id_4212,yes,train,23.7,86.39500000000001,48,50,images/plume/20230123_methane_mixing_ratio_id_4212
20230314,id_2542,yes,train,35.538,112.524,41,33,images/plume/20230314_methane_mixing_ratio_id_2542
20230122,id_8446,yes,train,22.930625,72.536875,8,7,images/plume/20230122_methane_mixing_ratio_id_8446
20230302,id_3353,yes,train,22.528,88.452,16,40,images/plume/20230302_methane_mixing_ratio_id_3353
20230111,id_9028,yes,train,22.286666666666665,73.12666666666667,24,20,images/plume/20230111_methane_mixing_ratio_id_9028
20230118,id_2274,yes,train,28.51,77.44239999999999,43,57,images/plume/20230118_methane_mixing_ratio_id_2274
20230109,id_6426,yes,train,23.65,86.5575,50,48,images/plume/20230109_methane_mixing_ratio_id_6426
20230204,id_4127,yes,train,16.86,96.08,44,52,images/plume/20230204_methane_mixing_ratio_id_4127
20230121,id_9715,yes,train,19.12400000000001,72.886,45,7,images/plume/20230121_methane_mixing_ratio_id_9715
20230123,id_9482,yes,train,23.95375,90.21875,36,47,images/plume/20230123_methane_mixing_ratio_id_9482
20230117,id_3733,yes,train,26.42428571428572,80.28428571428572,41,50,images/plume/20230117_methane_mixing_ratio_id_3733
20230128,id_2274,yes,train,28.51,77.44239999999999,40,58,images/plume/20230128_methane_mixing_ratio_id_2274
20230205,id_2774,yes,train,18.666666666666668,73.74166666666666,59,29,images/plume/20230205_methane_mixing_ratio_id_2774
20230215,id_3353,yes,train,22.528,88.452,16,37,images/plume/20230215_methane_mixing_ratio_id_3353
20230124,id_9482,yes,train,23.95375,90.21875,42,58,images/plume/20230124_methane_mixing_ratio_id_9482
20230111,id_9715,yes,train,19.12400000000001,72.886,42,8,images/plume/20230111_methane_mixing_ratio_id_9715
20230220,id_9715,yes,train,19.12400000000001,72.886,45,6,images/plume/20230220_methane_mixing_ratio_id_9715
20230228,id_2863,yes,train,20.4425,-97.5275,12,37,images/plume/20230228_methane_mixing_ratio_id_2863
20230223,id_8446,yes,train,22.930625,72.536875,4,2,images/plume/20230223_methane_mixing_ratio_id_8446
20230215,id_6148,yes,train,23.4375,90.645,54,7,images/plume/20230215_methane_mixing_ratio_id_6148
20230218,id_7820,yes,train,17.475,78.58,25,57,images/plume/20230218_methane_mixing_ratio_id_7820
20230302,id_7964,yes,train,20.89,85.20500000000001,62,16,images/plume/20230302_methane_mixing_ratio_id_7964
20230223,id_9028,yes,train,22.286666666666665,73.12666666666667,23,11,images/plume/20230223_methane_mixing_ratio_id_9028
20230210,id_8446,yes,train,22.930625,72.536875,3,1,images/plume/20230210_methane_mixing_ratio_id_8446
20230114,id_4129,yes,train,30.112,71.57000000000001,62,67,images/plume/20230114_methane_mixing_ratio_id_4129
20230225,id_3733,yes,train,26.42428571428572,80.28428571428572,37,42,images/plume/20230225_methane_mixing_ratio_id_3733
20230211,id_9482,yes,train,23.95375,90.21875,43,58,images/plume/20230211_methane_mixing_ratio_id_9482
20230221,id_6675,yes,train,31.52875,74.330625,22,49,images/plume/20230221_methane_mixing_ratio_id_6675
20230127,id_0013,yes,train,37.71666666666667,61.73666666666666,43,38,images/plume/20230127_methane_mixing_ratio_id_0013
20230108,id_4212,yes,train,23.7,86.39500000000001,48,46,images/plume/20230108_methane_mixing_ratio_id_4212
20230124,id_1988,yes,train,22.045,83.74000000000001,29,7,images/plume/20230124_methane_mixing_ratio_id_1988
20230308,id_4127,yes,train,16.86,96.08,46,47,images/plume/20230308_methane_mixing_ratio_id_4127
20230129,id_4287,yes,train,23.76333333333333,86.39666666666666,47,48,images/plume/20230129_methane_mixing_ratio_id_4287
20230114,id_7964,yes,train,20.89,85.20500000000001,61,17,images/plume/20230114_methane_mixing_ratio_id_7964
20230321,id_4799,yes,train,36.635,61.455,10,30,images/plume/20230321_methane_mixing_ratio_id_4799
20230210,id_4447,yes,train,53.95454545454545,87.7790909090909,35,4,images/plume/20230210_methane_mixing_ratio_id_4447
20230109,id_8446,yes,train,22.930625,72.536875,4,0,images/plume/20230109_methane_mixing_ratio_id_8446
20230127,id_6675,yes,train,31.52875,74.330625,24,46,images/plume/20230127_methane_mixing_ratio_id_6675
20230115,id_9715,yes,train,19.12400000000001,72.886,47,7,images/plume/20230115_methane_mixing_ratio_id_9715
20230103,id_0438,yes,train,36.66333333333333,109.86333333333334,9,40,images/plume/20230103_methane_mixing_ratio_id_0438
20230227,id_2146,yes,train,35.11,40.5225,53,31,images/plume/20230227_methane_mixing_ratio_id_2146
20230110,id_8714,yes,train,27.89333333333333,-101.29333333333334,63,9,images/plume/20230110_methane_mixing_ratio_id_8714
20230324,id_4928,yes,train,38.63363636363636,54.23636363636364,20,-1,images/plume/20230324_methane_mixing_ratio_id_4928
20230221,id_0765,yes,train,15.605,46.0025,17,31,images/plume/20230221_methane_mixing_ratio_id_0765
20230227,id_2542,yes,train,35.538,112.524,38,32,images/plume/20230227_methane_mixing_ratio_id_2542
20230228,id_6551,yes,train,21.19,72.79666666666667,54,7,images/plume/20230228_methane_mixing_ratio_id_6551
20230114,id_3534,yes,train,-26.63,29.0225,32,50,images/plume/20230114_methane_mixing_ratio_id_3534
20230218,id_8446,yes,train,22.930625,72.536875,4,-2,images/plume/20230218_methane_mixing_ratio_id_8446
20230329,id_8773,yes,train,51.85,75.446,40,8,images/plume/20230329_methane_mixing_ratio_id_8773
20230206,id_0471,yes,train,31.38,-103.41,27,38,images/plume/20230206_methane_mixing_ratio_id_0471
20230329,id_0887,yes,train,38.475,54.25,24,-1,images/plume/20230329_methane_mixing_ratio_id_0887
20230107,id_7026,yes,train,33.835,113.45,22,52,images/plume/20230107_methane_mixing_ratio_id_7026
20230207,id_8446,yes,train,22.930625,72.536875,8,-9,images/plume/20230207_methane_mixing_ratio_id_8446
20230323,id_6426,yes,train,23.65,86.5575,49,57,images/plume/20230323_methane_mixing_ratio_id_6426
20230125,id_7566,yes,train,23.802,90.261,45,53,images/plume/20230125_methane_mixing_ratio_id_7566
20230204,id_8970,yes,train,31.4,-103.415,27,40,images/plume/20230204_methane_mixing_ratio_id_8970
20230313,id_6245,yes,train,23.55,90.745,52,4,images/plume/20230313_methane_mixing_ratio_id_6245
20230101,id_4928,yes,train,38.63363636363636,54.23636363636364,17,5,images/plume/20230101_methane_mixing_ratio_id_4928
20230211,id_2274,yes,train,28.51,77.44239999999999,37,54,images/plume/20230211_methane_mixing_ratio_id_2274
20230312,id_6148,yes,train,23.4375,90.645,57,-7,images/plume/20230312_methane_mixing_ratio_id_6148
20230124,id_5726,yes,train,23.60333333333333,86.50999999999999,50,49,images/plume/20230124_methane_mixing_ratio_id_5726
20230103,id_7026,yes,train,33.835,113.45,23,52,images/plume/20230103_methane_mixing_ratio_id_7026
20230406,id_2274,yes,train,28.51,77.44239999999999,53,60,images/plume/20230406_methane_mixing_ratio_id_2274
20230226,id_2274,yes,train,28.51,77.44239999999999,37,51,images/plume/20230226_methane_mixing_ratio_id_2274
20230315,id_3485,yes,train,53.7,91.05,47,31,images/plume/20230315_methane_mixing_ratio_id_3485
20230117,id_2274,yes,train,28.51,77.44239999999999,46,62,images/plume/20230117_methane_mixing_ratio_id_2274
20230116,id_7820,yes,train,17.475,78.58,26,66,images/plume/20230116_methane_mixing_ratio_id_7820
20230219,id_9907,yes,train,-34.55125,-58.58625,61,29,images/plume/20230219_methane_mixing_ratio_id_9907
20230119,id_9715,yes,train,19.12400000000001,72.886,43,6,images/plume/20230119_methane_mixing_ratio_id_9715
20230208,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230208_methane_mixing_ratio_id_9912
20230129,id_3130,no,train,37.67433590466184,-8.107373957519918,45,19,images/no_plume/20230129_methane_mixing_ratio_id_3130
20230405,id_6912,no,train,31.72126854731165,54.21393370014327,17,62,images/no_plume/20230405_methane_mixing_ratio_id_6912
20230127,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230127_methane_mixing_ratio_id_4690
20230404,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230404_methane_mixing_ratio_id_5045
20230126,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230126_methane_mixing_ratio_id_5654
20230111,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230111_methane_mixing_ratio_id_5654
20230122,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230122_methane_mixing_ratio_id_4574
20230220,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230220_methane_mixing_ratio_id_5654
20230404,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230404_methane_mixing_ratio_id_4574
20230224,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230224_methane_mixing_ratio_id_4574
20230117,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230117_methane_mixing_ratio_id_2708
20230404,id_7690,no,train,68.57011286291524,25.563059043798383,18,49,images/no_plume/20230404_methane_mixing_ratio_id_7690
20230210,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230210_methane_mixing_ratio_id_7965
20230306,id_3712,no,train,46.06129621421033,21.017896888453617,4,0,images/no_plume/20230306_methane_mixing_ratio_id_3712
20230225,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230225_methane_mixing_ratio_id_1503
20230302,id_0972,no,train,49.83645283891202,21.38353185501972,27,6,images/no_plume/20230302_methane_mixing_ratio_id_0972
20230219,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230219_methane_mixing_ratio_id_5510
20230327,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230327_methane_mixing_ratio_id_0716
20230228,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230228_methane_mixing_ratio_id_0716
20230206,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230206_methane_mixing_ratio_id_3773
20230405,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230405_methane_mixing_ratio_id_4690
20230103,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230103_methane_mixing_ratio_id_2384
20230224,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230224_methane_mixing_ratio_id_5654
20230331,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230331_methane_mixing_ratio_id_1503
20230213,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230213_methane_mixing_ratio_id_5654
20230319,id_0972,no,train,49.83645283891202,21.38353185501972,27,6,images/no_plume/20230319_methane_mixing_ratio_id_0972
20230402,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230402_methane_mixing_ratio_id_2708
20230111,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230111_methane_mixing_ratio_id_4574
20230126,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230126_methane_mixing_ratio_id_4574
20230123,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230123_methane_mixing_ratio_id_4690
20230330,id_6809,no,train,43.70969645296002,58.64321547488672,5,33,images/no_plume/20230330_methane_mixing_ratio_id_6809
20230304,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230304_methane_mixing_ratio_id_6707
20230119,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230119_methane_mixing_ratio_id_4574
20230220,id_6762,no,train,-16.43811014246326,-59.83069949097241,6,52,images/no_plume/20230220_methane_mixing_ratio_id_6762
20230102,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230102_methane_mixing_ratio_id_5654
